,ANSWER,QUESTION.question,QUESTION.paragraph
975,Canker-resistant.,Which planting material should be used?,Management
976,Root rot.,What disease is discussed in section 7.4.3?,7.4.3
977,Cankers are removed with a sterile knife and Bordeaux paste (10%) is applied on the cut surface.,How are cankers removed?,Management
978,Ganoderma lucidum; Phellinus gilvus.,What is the scientific name for root rot?,7.4.3 Root rot (Ganoderma lucidum; Phellinus gilvus)
979,Management.,Which section details the management of stem splitting and shredding?,Symptoms
980,10%.,What percentage of Bordeaux paste is recommended?,Management
981,The cut surface.,What surface should be treated with Bordeaux paste?,Management
982,Bark splitting and shredding.,What is the common symptom of root rot related to bark?,Symptoms
983,Stem pitting is prominent with groove formation.,What specific symptom entails formation of grooves on the stem?,Symptoms
984,Soil drench with copper oxychloride 50% WP @ 20g in 10 litres water around tree base.,Describe one method of soil treatment mentioned.,Management
985,"Symptoms include bark splitting and shredding, stem pitting with groove formation, branches breaking off with significant mark on main stem, and reddish black gummy exudation at the cankerous growth.",What are significant visual symptoms of root rot?,Symptoms
986,To treat the affected soil around the tree base.,What is the purpose of using copper oxychloride in disease management?,Management
987,"The left image shows a healthy tree base, and the right image shows a diseased tree base with fruiting bodies.",Which images show healthy and diseased tree bases?,Images
988,Canker-resistant planting material.,What type of planting material is recommended for prevention?,Management
989,To ensure that the cankers are removed cleanly without causing additional damage or spreading disease.,Why is it crucial to use a sterile knife in disease management?,Management
990,Avoid wounding.,What should be avoided to prevent the disease discussed?,Management
991,The soil drench with copper oxychloride helps to control root rot by sanitizing the soil and preventing further spread of the disease.,State the importance of the recommended soil drench with copper oxychloride.,Management
992,The primary focus is on Plant Diseases in Agroforestry.,What is the primary focus of the technical bulletin CAFRI/2021/02?,Plant Diseases in Agroforestry: A Ready Reckoner
993,"The authors are M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, and A Arunachalam.",Who are the authors of this technical bulletin?,"M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, A Arunachalam"
994,ICAR-Central Agroforestry Research Institute published the bulletin.,Which organization published the bulletin 'Plant Diseases in Agroforestry: A Ready Reckoner'?,ICAR-Central Agroforestry Research Institute
995,"It is located near Pahuj Dam, Gwalior Road, Jhansi 284003, Uttar Pradesh, India.",Where is the ICAR-Central Agroforestry Research Institute located?,"Near Pahuj Dam, Gwalior Road, Jhansi 284003, Uttar Pradesh, India"
996,'A Ready Reckoner' is the subtitle.,What subtitle is given to the bulletin 'Plant Diseases in Agroforestry'?,A Ready Reckoner
997,The bulletin addresses plant diseases in agroforestry.,What specific type of diseases does the bulletin address?,Plant Diseases in Agroforestry
998,The bulletin offers a ready reckoner on plant diseases.,What does the bulletin offer regarding plant diseases?,A Ready Reckoner
999,The technical bulletin number is CAFRI/2021/02.,Which technical bulletin number describes plant diseases in agroforestry?,CAFRI/2021/02
1000,"M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, and A Arunachalam.",Who contributed to the research and writing of this bulletin?,"M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, A Arunachalam"
1001,The institute specializes in agroforestry research.,What kind of research does the ICAR-Central Agroforestry Research Institute specialize in?,The name of the institute gives a clear indication of their specialty.
1002,The title is 'Plant Diseases in Agroforestry: A Ready Reckoner'.,What is the complete title of the technical bulletin CAFRI/2021/02?,Plant Diseases in Agroforestry: A Ready Reckoner
1003,The subtitle suggests that the content is a quick and handy reference.,What does the subtitle 'A Ready Reckoner' suggest about the content?,A Ready Reckoner
1004,The primary focus is on plant diseases affecting agroforestry.,What is the primary focus of CAFRI's technical bulletin 2021/02?,Plant Diseases in Agroforestry: A Ready Reckoner
1005,'Plant Diseases in Agroforestry: A Ready Reckoner'.,Can you name the publication where M Ashajyothi contributed alongside other researchers?,The technical bulletin named 'Plant Diseases in Agroforestry: A Ready Reckoner'.
1006,An image showing agroforestry plants.,What visual element is included on the cover of the bulletin?,Paragraph recognized from the cover photo.
1007,The research focuses on improving and understanding agroforestry practices and plant health.,What is the significance of the research done by ICAR-Central Agroforestry Research Institute?,The name and work of the organization as recognized from the cover.
1008,'Technical Bulletin CAFRI/2021/02' refers to a specific publication focusing on agroforestry plant diseases.,What does 'Technical Bulletin CAFRI/2021/02' signify in the document?,Technical Bulletin CAFRI/2021/02
1009,Agroforestry.,What specific area of agriculture does the bulletin from ICAR-Central Agroforestry Research Institute focus on?,Research specialization.
1010,The title implies the bulletin may provide comprehensive and quick-reference information on dealing with plant diseases in agroforestry systems.,"Besides plant diseases, what aspect of agroforestry might be covered given the title's indication?",A Ready Reckoner as a quick reference.
1011,"Five authors: M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, and A Arunachalam.","How many authors contributed to the technical bulletin, and what are their names?","M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, A Arunachalam"
1012,Severe defoliation,What is a common symptom observed with severe defoliation and lateral root damage?,"Symptoms:
➢ Severe defoliation and lateral root damage "
1013,Copper oxychloride,Which substance is recommended to drench the soil for management?,"Management:
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre"
1014,2g/litre,What order should the soil drenching substance be used per litre of water?,"Management:
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre"
1015,Mushroom-like fruiting bodies,What term indicates the presence of mushroom-like fruiting bodies in affected trees?,"Symptoms:
➢ Presence of mushroom like fruiting bodies of bracket fungus at the tree base"
1016,Fresh soil from healthy plantations,What is the recommendation for soil replacement in the management of tree diseases?,"Management:
➢ Soil can be replaced with fresh soil collected from healthy plantations"
1017,White rot,What symptoms are associated with white rot in the sapwood?,"Symptoms:
➢ White rot in the sapwood"
1018,Remove entire old root system before replanting,How should old root systems be managed before replanting according to the given management practices?,"Management:
➢ Removal of entire old root system before replanting"
1019,Drying and death of trees,What leads to the drying and death of trees that do not recover even after watering?,"Symptoms:
➢ Drying and death of trees and do not recover even after watering"
1020,"Cercospora sissou, Phyllosticta sissou, Myrothecium roridum, Alternaria alternate, Phyllachlora dalbergiae",What are the pathogens associated with leaf spots and blights mentioned in the text?,7.4.4 Leaf spots and blights (Cercospora sissou; Phyllosticta sissou; Myrothecium roridum; Alternaria alternate; Phyllachlora dalbergiae)
1021,Stag head appearance,What symptom is characterized by a 'stag head' appearance of the affected trees?,"Symptoms:
➢ Stag head appearance of the affected trees"
1022,Quick removal and disposal of fallen trees,What immediate action does the management recommend for fallen trees?,"Management:
➢ Quick removal and disposal of fallen trees"
1023,Necrotic light greyish to dark brown small spots on leaves,What are the first visible symptoms of leaf spots and blights on leaves?,"Symptoms:
➢ Leaf spots and blights are most common diseases in shisham nurseries
➢ Necrotic light greyish to dark brown small spots appear on leaves"
1024,Entire leaf becomes blighted; defoliation starts,What symptoms might be observed in severe stages of leaf spots and blights in mature trees?,"Symptoms:
➢ In severe stages, the entire leaf become blighted and defoliation starts in mature trees"
