ANSWER,QUESTION.question,QUESTION.paragraph
The tree may have branches and leaves that are slowly drying and the entire tree may show die back symptoms.,What type of tree condition is associated with slow drying symptoms?,"Symptoms: ➢ Slow drying of leaves, branches and whole tree with die back symptoms"
10% Bordeaux paste.,Which type of paste should be applied to the cuts made to treat stem problems?,Management: ➢ Application of 10% Bordeaux paste to the cut surfaces (1kg lime+1 kg CuSO4+10 litres of water)
Use of resistant germplasm for large scale plantations.,What is a primary preventative measure mentioned for stem canker management?,Management: ➢ Use of resistant germplasm for large scale plantations
Stem splitting and bark shredding with gummy black secretion under bark.,Which bark condition can signify stem splitting?,Symptoms: ➢ Stem splitting and bark shredding with gummy black secretion under bark
Stem canker (Phoma nivea; Hypoxylon investiens).,What is one of the diseases described in section 7.4.2?,7.4.2 Stem canker (Phoma nivea; Hypoxylon investiens)
Sandy soils or light textured soils with good drainage are preferable.,What is a necessary precaution for planting concerning drainage?,Management: ➢ Sandy soils/light textures soils are preferable for planting with good drainage
Apply lime paste to the tree base to prevent entry of termites and other secondary insects/pathogens.,Which preventive measure involves the application of paste?,Management: ➢ Application of lime paste to the tree base to prevent entry of termites and other secondary insects/pathogens
Using tridemorph once a month for 3 months for root feeding helps to manage diseases.,Why is it important to use tridemorph for root feeding?,Management: ➢ Root feed with tridemorph 75% EC 2ml in 100ml water once in a month for 3 months
Branch shedding with gummy black secretion under the bark indicates possible disease.,What does the symptom of branch shedding indicate?,Symptoms: ➢ Stem splitting and bark shredding with gummy black secretion under bark
Avoiding wounds and cuts to the roots and stem helps to prevent disease spread.,What management practice helps to avoid disease spread through tree wounds?,Management: ➢ Avoid wounds and cuts to the roots/stem
Ensuring the use of resistant germplasm for large scale plantations maintains plantation health.,How does one ensure large scale plantations stay healthy?,Management: ➢ Use of resistant germplasm for large scale plantations
They become water soaked.,What happens to stems due to tissue invasion and cell maceration?,Stems become water soaked due to tissue invasion and cell maceration
Plants fall over.,What can lead to the death of plants in patches?,Plants fall over leading to the death of plants in patches
Pathogen-free.,What type of propagating material should be used for disease management?,Use of pathogen-free propagating material
Proper ventilation and adequate drainage.,What facility is important at the nursery site for disease management?,Proper ventilation and adequate drainage facility at nursery site
The potting mixture.,What is recommended for soil solarisation before use?,Soil solarisation of the potting mixture before use
Soil fumigation with formalin.,What procedure helps manage pathogens in the soil?,Soil fumigation with formalin
50% WP @ 2g/litre.,At what concentration should copper oxychloride be used for soil drenching?,Soil drenching with copper oxychloride 50% WP @ 2g/litre
80% WP @ 20-50g/20 litre water.,At what rate should fosetyl-aluminium be used for drenching the soil?,Drench the soil with fosetyl aluminium 80% WP @ 20-50g/20 litre water
Web blight.,What blight is caused by Rhizoctonia solani?,Web blight (Rhizoctonia solani)
The stems become water-soaked from tissue invasion and cell maceration.,What plant disease results in stems being water-soaked due to tissue invasion?,Stems become water soaked due to tissue invasion and cell maceration
Cell maceration leads to stems becoming water-soaked due to tissue invasion.,Describe the impact of cell maceration on plants.,Stems become water soaked due to tissue invasion and cell maceration
"Plants fall over, leading to the death of plants in patches, which is a symptom of Web blight.",How is plant death in patches caused by Web blight?,Plants fall over leading to the death of plants in patches
Proper ventilation and adequate drainage facilities are recommended at nursery sites to manage diseases.,What measures are recommended for proper ventilation and drainage in nurseries?,Proper ventilation and adequate drainage facility at nursery site
Soil solarisation of the potting mixture is recommended before use to manage diseases.,What soil treatment can be done before using the potting mixture?,Soil solarisation of the potting mixture before use
Soil fumigation with formalin is a method to manage soil pathogens in plants.,What is a method to manage soil pathogens in plants?,Soil fumigation with formalin
Soil should be drenched with copper oxychloride at 50% WP and 2g/litre for effective treatment.,How should copper oxychloride be applied for soil treatment?,Soil drenching with copper oxychloride 50% WP @ 2g/litre
Fosetyl aluminium should be used at 80% WP with a dosage of 20-50g per 20 litres of water for soil drenching.,What is the recommended dosage of fosetyl aluminium for soil drenching?,Drench the soil with fosetyl aluminium 80% WP @ 20-50g/20 litre water
"Web blight, caused by Rhizoctonia solani, affects foliage and leads to patches of dead plants.",Describe the disease Web blight caused by Rhizoctonia solani.,Web blight (Rhizoctonia solani)
"Key methods include using pathogen-free material, ensuring proper ventilation and drainage, solarisation and fumigation of soil, and soil drenching with copper oxychloride and fosetyl aluminium.",Identify key methods for managing plant diseases mentioned in the material.,"Use of pathogen-free propagating material, Proper ventilation and adequate drainage facility at nursery site, Soil solarisation of the potting mixture before use, Soil fumigation with formalin, Soil drenching with copper oxychloride 50% WP @ 2g/litre, Drench the soil with fosetyl aluminium 80% WP @ 20-50g/20 litre water"
"Water-soaked lesions in the plant, necrosis, and blightening of leaves.",What are the symptoms associated with the necrosis and blightening of leaves?,"Symptoms:
➢ Water-soaked lesions in the plant, necrosis and blightening of leaves
➢ Heavy defoliation
➢ Wilting and subsequent death of the seedlings / young plantations
➢ Web of mycelium at the infection site"
Wilting,What is one symptom that results in the death of seedlings?,"Symptoms:
➢ Wilting and subsequent death of the seedlings / young plantations"
Propiconazole @25% EC 1 ml/litre,What do you spray to manage severely infected nurseries?,"Management:
➢ Spray Propiconazole @25% EC 1 ml/litre in severely infected nurseries"
Bacterial wilt,Name the bacterial disease highlighted in the material.,3.4.3 Bacterial wilt (Ralstonia solanacearum)
Soil solarisation,What is the fungal management practice that involves temperature treatment?,"Management:
➢ Soil solarisation of potting mixture before use"
With formalin,How is soil fumigation typically carried out for managing plant diseases?,"Management:
➢ Soil fumigation with formalin"
Profuse oozing of bacteria from the cut surface.,What symptom is characterized by the presence of bacterial oozing on wood?,"Symptoms:
➢ Wilt affected wood shows profuse oozing of bacteria from the cut surface"
Sterilization of plastic pots/tubes.,What method is used for soil sterilization before planting?,"Management:
➢ Sterilization of plastic pots/tubes"
Soil drenching with copper oxychloride 50% WP @ 2g/litre.,Which practice involves the use of copper oxychloride?,"Management:
➢ Soil drenching with copper oxychloride 50% WP @ 2g/litre"
Drooping and drying of leaves without yellowing.,What is indicated by the drying and drooping of leaves in infected plants?,"Symptoms:
➢ Infected seedlings and plants show drooping and drying of leaves with out yellowing"
Spraying Propiconazole @25% EC 1 ml/litre in severely infected nurseries.,How are severely infected nurseries managed using Propiconazole?,"Management:
➢ Spray Propiconazole @25% EC 1 ml/litre in severely infected nurseries"
"Death, showing no recovery even after irrigation.",What symptom do young plants exhibit even after irrigation?,"Symptoms:
➢ Young plants die showing no recovery even after irrigation"
Soil fumigation with formalin can help manage heavily defoliated plants.,What is effective for managing heavily defoliated plants?,"Management:
➢ Soil fumigation with formalin"
